iteration,cf.T0,cf.Tm,cf.q,Tbreadth,traitTreatmentName
1964,10.321858807516115,34.212027079921015,8.075046491399387e-5,23.8901682724049,PDR
1965,9.209451048935263,35.30062086960453,7.608258650501516e-5,26.091169820669265,PDR
1966,11.312088131635408,34.368593411523975,8.69857785945385e-5,23.05650527988857,PDR
1967,10.064124566851104,36.068179574229625,6.549869998372612e-5,26.00405500737852,PDR
1968,11.987988357847573,29.58251680830685,1.249316781837174e-4,17.594528450459276,PDR
1969,13.21433914201348,31.383026057949852,1.2426081796446857e-4,18.16868691593637,PDR
1970,11.49877028592845,31.78992605451684,1.1177242172868863e-4,20.29115576858839,PDR
1971,10.136304681270758,28.812043160806688,1.2696960198896456e-4,18.67573847953593,PDR
1972,6.849170532500886,45.56190417268283,4.1296554935708794e-5,38.712733640181945,PDR
1973,12.341182864682127,32.226523212491976,1.0267482449945927e-4,19.88534034780985,PDR
1974,11.984020008734626,35.93619893176496,8.884670424859969e-5,23.95217892303034,PDR
1975,11.58735399539492,34.725640482843616,9.032853648018225e-5,23.138286487448696,PDR
1976,7.979441328317193,34.89333864916467,6.896954180595876e-5,26.913897320847475,PDR
1977,9.56625872530382,43.279892747226576,5.6501547077073455e-5,33.71363402192276,PDR
1978,12.63396483776174,31.538309720815743,1.0799422378661525e-4,18.904344883054,PDR
1979,13.1238650918295,46.65947554916399,7.421199546275392e-5,33.53561045733449,PDR
1980,10.370797414043171,44.42903616723066,7.034687276832412e-5,34.058238753187496,PDR
1981,9.190305196177423,29.545020551269655,9.56011052087396e-5,20.35471535509223,PDR
1982,10.292287152119325,37.29246719695357,6.624692705181433e-5,27.00018004483424,PDR
1983,10.237834138024834,50.61596777849864,5.77338909124623e-5,40.378133640473806,PDR
1984,13.796095478871887,28.975795078293235,7.4041545427569e-5,15.179699599421348,PDR
1985,11.693737191141791,31.228875188724558,1.038305375345415e-4,19.535137997582765,PDR
1986,10.65392237864489,41.36647522130049,6.594031164634494e-5,30.7125528426556,PDR
1987,10.91875650163146,37.69301470644501,7.528185914249814e-5,26.774258204813552,PDR
1988,11.156877476910198,28.743799254989344,1.1843974962356743e-4,17.586921778079144,PDR
1989,11.748562895477857,34.77200903109026,8.530531400712617e-5,23.023446135612406,PDR
1990,12.328949365906903,33.4740908569126,1.1575871784581145e-4,21.145141491005703,PDR
1991,10.123066997886108,38.42838093646954,6.249336273510253e-5,28.30531393858343,PDR
1992,8.851209140454737,31.957175535046787,7.124490732703514e-5,23.105966394592052,PDR
1993,9.988042149596279,31.816669827302803,9.106563135726345e-5,21.828627677706525,PDR
1994,12.066053067748616,29.556396135692935,1.1845884443813489e-4,17.49034306794432,PDR
1995,9.45319765395814,35.80001446052349,7.395932513093307e-5,26.34681680656535,PDR
1996,11.240403628865272,58.62600245833137,4.599975491344754e-5,47.3855988294661,PDR
1997,12.280132113719155,29.701018298869037,1.2914292900036058e-4,17.420886185149882,PDR
1998,12.290766951584573,33.893312504355066,1.01148580420544e-4,21.602545552770493,PDR
1999,10.729924906055164,35.7292273477435,7.6650947771374e-5,24.99930244168834,PDR
2000,8.52965114362436,35.644721218070856,6.314756032760425e-5,27.115070074446496,PDR
2001,12.878324341339688,51.40258632759485,6.989368636790502e-5,38.524261986255155,PDR
2002,9.28289835151653,38.02636934980892,7.047954077270189e-5,28.743470998292388,PDR
2003,10.6084660635965,30.364965885953243,1.0336184988853879e-4,19.756499822356744,PDR
2004,11.292629880653383,36.227666966331434,8.448552065919115e-5,24.93503708567805,PDR
2005,8.144072178651863,45.204670105756946,4.528510343616012e-5,37.060597927105086,PDR
2006,11.616536860133865,40.607531402680976,6.773496217983133e-5,28.990994542547114,PDR
2007,9.883089162397455,31.31708736942407,8.562785760898635e-5,21.43399820702661,PDR
2008,6.010794032114741,47.24490656342499,3.808711823392291e-5,41.23411253131025,PDR
2009,12.153546285942046,34.52556727118619,9.527078764164617e-5,22.372020985244145,PDR
2010,12.327121740761742,54.36966879849742,4.983766546236164e-5,42.04254705773568,PDR
2011,11.461760670510095,34.89951130135527,9.067620848812815e-5,23.437750630845173,PDR
2012,13.708207269448522,25.565082828729153,2.839325289353415e-4,11.856875559280631,PDR
2013,12.270420277493756,26.47380324160912,1.2771573033554544e-4,14.203382964115363,PDR
2014,10.188473187538934,42.19283698180133,6.177621407985802e-5,32.004363794262396,PDR
2015,10.626689951035727,53.52281782004344,5.4891772190080595e-5,42.896127869007714,PDR
2016,12.081742938161232,35.36313062257001,1.0820009838622376e-4,23.281387684408777,PDR
2017,9.496910916956661,49.71544764855619,4.9912105200592804e-5,40.21853673159953,PDR
2018,11.540255879488303,39.86046617909959,7.4878117759105e-5,28.320210299611286,PDR
2019,10.752192420638021,41.275290776127285,6.960017508952488e-5,30.523098355489264,PDR
2020,10.783159399394547,40.530154441105566,8.382404747018531e-5,29.746995041711017,PDR
2021,10.70215101124365,36.673202137836086,8.439670292486809e-5,25.971051126592435,PDR
2022,13.850226092605915,26.862616799626394,2.206211082477364e-4,13.01239070702048,PDR
2023,9.797382117387562,35.63703050336686,6.148133901521848e-5,25.839648385979295,PDR
2024,10.73699421270982,30.51894356813925,1.0517432231611497e-4,19.78194935542943,PDR
2025,12.479069824447775,27.861594446359053,1.600157503288816e-4,15.382524621911278,PDR
2026,10.473600201172557,38.617341322804876,7.435106107433864e-5,28.143741121632317,PDR
2027,5.772848854281752,34.750412150388534,6.35100484567942e-5,28.977563296106783,PDR
2028,5.1116264474363415,63.18127331626164,2.653292897683759e-5,58.069646868825295,PDR
2029,10.925257988107836,29.35312337284035,1.258849245843141e-4,18.427865384732513,PDR
2030,8.593591121472217,44.57980149827323,4.7154511059432826e-5,35.98621037680101,PDR
2031,12.446856127825662,29.76475116747261,1.2739680929812138e-4,17.31789503964695,PDR
2032,6.7269853971758655,45.77891021084278,4.833151316365105e-5,39.051924813666915,PDR
2033,12.70689718787809,31.12410744622392,1.176144850630521e-4,18.417210258345833,PDR
2034,9.600854340906213,44.84052139097414,5.294384318932774e-5,35.23966705006792,PDR
2035,11.219210120609791,35.77752402812206,7.900940254796781e-5,24.558313907512268,PDR
2036,8.706308777085745,38.83834373192379,6.343607884838284e-5,30.132034954838048,PDR
2037,13.195830791519725,49.738670663474146,7.446184702165261e-5,36.54283987195442,PDR
2038,10.018648053531718,33.34326832023995,9.181104924419362e-5,23.32462026670823,PDR
2039,10.826405759540357,47.29257131320689,5.843539875982619e-5,36.466165553666535,PDR
2040,12.557341811983985,29.927063070219212,1.3897593670666417e-4,17.369721258235227,PDR
2041,10.094925834774582,40.88580369591682,6.0084715690956764e-5,30.79087786114224,PDR
2042,9.668184439081521,31.170762068506,1.0393662587812602e-4,21.50257762942448,PDR
2043,10.039733872268709,29.49548200698442,1.1457090822287157e-4,19.455748134715712,PDR
2044,6.815224351356867,49.467317086953834,3.81093682363016e-5,42.652092735596966,PDR
2045,8.952704202160342,28.929771810389294,1.0063107157550066e-4,19.97706760822895,PDR
2046,10.067752878376151,27.557682546561654,1.2649443637794468e-4,17.489929668185503,PDR
2047,10.642006188530546,34.03972494209536,9.441383197530124e-5,23.397718753564817,PDR
2048,10.010374638858691,49.78681335376322,5.136321287315487e-5,39.77643871490453,PDR
2049,12.170939812931199,35.97691790089312,9.189353357831785e-5,23.805978087961922,PDR
2050,10.580447716374643,42.08483671040474,7.137450427708103e-5,31.504388994030094,PDR
2051,12.358059584558024,34.65894099210554,9.133895020199246e-5,22.300881407547518,PDR
2052,10.412567970631098,28.12132945403475,1.1432403225516571e-4,17.708761483403652,PDR
2053,12.793591686784794,29.494178019811685,1.6104301246535875e-4,16.70058633302689,PDR
2054,10.367176773012847,31.37626522583257,9.813554277303501e-5,21.00908845281972,PDR
2055,9.912643288243597,56.276175850202335,4.678837333788753e-5,46.363532561958735,PDR
2056,9.336338876935661,29.875734861297182,9.923513749359436e-5,20.53939598436152,PDR
2057,10.181658261216835,28.97062469063821,1.0749543673461383e-4,18.788966429421375,PDR
2058,11.06593733039986,35.88619136337936,1.012328652487908e-4,24.8202540329795,PDR
2059,11.311962533166346,32.272356692513085,1.0417546525851712e-4,20.96039415934674,PDR
2060,11.831373597968067,39.85475415629613,7.818342982556291e-5,28.023380558328064,PDR
2061,10.623496795145495,48.90442134938104,5.1100507615990246e-5,38.28092455423554,PDR
2062,7.748253906379929,55.03043697862345,3.9264736057229905e-5,47.28218307224352,PDR
