"","temperature","lowerCI","upperCI","lowerQ","upperQ","mean","median","trait"
"332",33.1,0,4.04333764161679,0,0,0.388275823299659,0,"S"
"333",33.2,0,3.31971182186065,0,0,0.33801447170293,0,"S"
"334",33.3,0,2.69325765664744,0,0,0.292799996523567,0,"S"
"335",33.4,0,2.11328646917096,0,0,0.253639873957741,0,"S"
"336",33.5,0,1.62607888558965,0,0,0.218164616236461,0,"S"
"337",33.6,0,1.21426459805707,0,0,0.186278622698952,0,"S"
"338",33.7,0,0.859112242032,0,0,0.159728454279877,0,"S"
"339",33.8,0,0.524711434248044,0,0,0.136379729391172,0,"S"
"340",33.9,0,0.296089168863206,0,0,0.116400296840228,0,"S"
"341",34,0,0.139624587247353,0,0,0.100127135649426,0,"S"
"342",34.1,0,0.0627710838396636,0,0,0.0857735901925928,0,"S"
"343",34.2,0,0.0109682413495523,0,0,0.0729283099452606,0,"S"
"344",34.3,0,2.26498984331954e-07,0,0,0.0620581829739663,0,"S"
"345",34.4,0,0,0,0,0.0525071032395993,0,"S"
"346",34.5,0,0,0,0,0.0440874220178437,0,"S"
"347",34.6,0,0,0,0,0.0368679808507089,0,"S"
"348",34.7,0,0,0,0,0.0306020108396765,0,"S"
"349",34.8,0,0,0,0,0.0257124490415621,0,"S"
"350",34.9,0,0,0,0,0.0210542167100958,0,"S"
"351",35,0,0,0,0,0.017404608744683,0,"S"
"352",35.1,0,0,0,0,0.0143241787443111,0,"S"
"353",35.2,0,0,0,0,0.0115836963296531,0,"S"
"354",35.3,0,0,0,0,0.00952717094849726,0,"S"
"355",35.4,0,0,0,0,0.00789992604801702,0,"S"
"356",35.5,0,0,0,0,0.00631222494033397,0,"S"
"357",35.6,0,0,0,0,0.00495552634238038,0,"S"
"358",35.7,0,0,0,0,0.0040543951360396,0,"S"
"359",35.8,0,0,0,0,0.00331835280137461,0,"S"
"360",35.9,0,0,0,0,0.00266724175109485,0,"S"
"361",36,0,0,0,0,0.00197698818576547,0,"S"
"362",36.1,0,0,0,0,0.00149100258886669,0,"S"
"363",36.2,0,0,0,0,0.000992681858750898,0,"S"
"364",36.3,0,0,0,0,0.000286852132278023,0,"S"
"365",36.4,0,0,0,0,0.000126385329738335,0,"S"
"366",36.5,0,0,0,0,2.99926732168852e-05,0,"S"
"367",36.6,0,0,0,0,2.05645695174762e-05,0,"S"
"368",36.7,0,0,0,0,1.29899106889049e-05,0,"S"
"369",36.8,0,0,0,0,7.12267604364489e-06,0,"S"
"370",36.9,0,0,0,0,2.85308430012269e-06,0,"S"
"371",37,0,0,0,0,0,0,"S"
"372",37.1,0,0,0,0,0,0,"S"
"373",37.2,0,0,0,0,0,0,"S"
"374",37.3,0,0,0,0,0,0,"S"
"375",37.4,0,0,0,0,0,0,"S"
"376",37.5,0,0,0,0,0,0,"S"
"377",37.6,0,0,0,0,0,0,"S"
"378",37.7,0,0,0,0,0,0,"S"
"379",37.8,0,0,0,0,0,0,"S"
"380",37.9,0,0,0,0,0,0,"S"
"381",38,0,0,0,0,0,0,"S"
"382",38.1,0,0,0,0,0,0,"S"
"383",38.2,0,0,0,0,0,0,"S"
"384",38.3,0,0,0,0,0,0,"S"
"385",38.4,0,0,0,0,0,0,"S"
"386",38.5,0,0,0,0,0,0,"S"
"387",38.6,0,0,0,0,0,0,"S"
"388",38.7,0,0,0,0,0,0,"S"
"389",38.8,0,0,0,0,0,0,"S"
"390",38.9,0,0,0,0,0,0,"S"
"391",39,0,0,0,0,0,0,"S"
"392",39.1,0,0,0,0,0,0,"S"
"393",39.2,0,0,0,0,0,0,"S"
"394",39.3,0,0,0,0,0,0,"S"
"395",39.4,0,0,0,0,0,0,"S"
"396",39.5,0,0,0,0,0,0,"S"
"397",39.6,0,0,0,0,0,0,"S"
"398",39.7,0,0,0,0,0,0,"S"
"399",39.8,0,0,0,0,0,0,"S"
"400",39.9,0,0,0,0,0,0,"S"
"401",40,0,0,0,0,0,0,"S"
"402",40.1,0,0,0,0,0,0,"S"
"403",40.2,0,0,0,0,0,0,"S"
"404",40.3,0,0,0,0,0,0,"S"
"405",40.4,0,0,0,0,0,0,"S"
"406",40.5,0,0,0,0,0,0,"S"
"407",40.6,0,0,0,0,0,0,"S"
"408",40.7,0,0,0,0,0,0,"S"
"409",40.8,0,0,0,0,0,0,"S"
"410",40.9,0,0,0,0,0,0,"S"
"411",41,0,0,0,0,0,0,"S"
"412",41.1,0,0,0,0,0,0,"S"
"413",41.2,0,0,0,0,0,0,"S"
"414",41.3,0,0,0,0,0,0,"S"
"415",41.4,0,0,0,0,0,0,"S"
"416",41.5,0,0,0,0,0,0,"S"
"417",41.6,0,0,0,0,0,0,"S"
"418",41.7,0,0,0,0,0,0,"S"
"419",41.8,0,0,0,0,0,0,"S"
"420",41.9,0,0,0,0,0,0,"S"
"421",42,0,0,0,0,0,0,"S"
"422",42.1,0,0,0,0,0,0,"S"
"423",42.2,0,0,0,0,0,0,"S"
"424",42.3,0,0,0,0,0,0,"S"
"425",42.4,0,0,0,0,0,0,"S"
"426",42.5,0,0,0,0,0,0,"S"
"427",42.6,0,0,0,0,0,0,"S"
"428",42.7,0,0,0,0,0,0,"S"
"429",42.8,0,0,0,0,0,0,"S"
"430",42.9,0,0,0,0,0,0,"S"
"431",43,0,0,0,0,0,0,"S"
"432",43.1,0,0,0,0,0,0,"S"
"433",43.2,0,0,0,0,0,0,"S"
"434",43.3,0,0,0,0,0,0,"S"
"435",43.4,0,0,0,0,0,0,"S"
"436",43.5,0,0,0,0,0,0,"S"
"437",43.6,0,0,0,0,0,0,"S"
"438",43.7,0,0,0,0,0,0,"S"
"439",43.8,0,0,0,0,0,0,"S"
"440",43.9,0,0,0,0,0,0,"S"
"441",44,0,0,0,0,0,0,"S"
"442",44.1,0,0,0,0,0,0,"S"
"443",44.2,0,0,0,0,0,0,"S"
"444",44.3,0,0,0,0,0,0,"S"
"445",44.4,0,0,0,0,0,0,"S"
"446",44.5,0,0,0,0,0,0,"S"
"447",44.6,0,0,0,0,0,0,"S"
"448",44.7,0,0,0,0,0,0,"S"
"449",44.8,0,0,0,0,0,0,"S"
"450",44.9,0,0,0,0,0,0,"S"
"451",45,0,0,0,0,0,0,"S"
